,date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
0,2020-06-01 00:00:00+02:00,4655.0,3310.0,2455.0,1713.0,436.0,26.0,745.0,1425.0,65.0,7579.0,188.0,127.0,0.0,409.0,5297.0,13749.0
1,2020-06-01 00:15:00+02:00,4652.0,3280.0,2408.0,1641.0,436.0,26.0,448.0,1422.0,33.0,7651.0,188.0,127.0,0.0,409.0,5291.0,13640.0
2,2020-06-01 00:30:00+02:00,4645.0,3267.0,2408.0,1618.0,436.0,26.0,507.0,1417.0,25.0,7639.0,188.0,127.0,0.0,409.0,5296.0,13622.0
3,2020-06-01 00:45:00+02:00,4640.0,3276.0,2396.0,1626.0,436.0,26.0,396.0,1415.0,25.0,7623.0,188.0,127.0,0.0,411.0,5223.0,13484.0
4,2020-06-01 01:00:00+02:00,4651.0,3269.0,2334.0,1624.0,436.0,26.0,359.0,1414.0,43.0,7676.0,188.0,127.0,0.0,408.0,5224.0,13205.0
5,2020-06-01 01:15:00+02:00,4651.0,3266.0,2330.0,1617.0,436.0,26.0,274.0,1410.0,39.0,7704.0,188.0,127.0,0.0,398.0,5205.0,12893.0
6,2020-06-01 01:30:00+02:00,4662.0,3309.0,2308.0,1622.0,436.0,26.0,358.0,1408.0,53.0,7723.0,188.0,127.0,0.0,407.0,5068.0,12565.0
7,2020-06-01 01:45:00+02:00,4667.0,3287.0,2312.0,1616.0,436.0,26.0,353.0,1404.0,35.0,7699.0,188.0,127.0,0.0,411.0,4882.0,12250.0
8,2020-06-01 02:00:00+02:00,4669.0,3269.0,2340.0,1619.0,436.0,26.0,448.0,1399.0,33.0,7713.0,188.0,127.0,0.0,410.0,4771.0,11967.0
9,2020-06-01 02:15:00+02:00,4670.0,3267.0,2349.0,1627.0,436.0,26.0,496.0,1396.0,36.0,7747.0,189.0,127.0,0.0,410.0,4646.0,11546.0
10,2020-06-01 02:30:00+02:00,4653.0,3273.0,2357.0,1633.0,436.0,26.0,419.0,1387.0,36.0,7771.0,189.0,127.0,0.0,410.0,4604.0,11113.0
11,2020-06-01 02:45:00+02:00,4657.0,3272.0,2366.0,1649.0,436.0,26.0,398.0,1385.0,33.0,7739.0,188.0,127.0,0.0,411.0,4631.0,10704.0
12,2020-06-01 03:00:00+02:00,4678.0,3256.0,2358.0,1653.0,436.0,26.0,131.0,1380.0,23.0,7786.0,188.0,127.0,0.0,409.0,4542.0,10360.0
13,2020-06-01 03:15:00+02:00,4688.0,3242.0,2377.0,1651.0,436.0,26.0,122.0,1378.0,21.0,7790.0,188.0,127.0,0.0,406.0,4255.0,10198.0
14,2020-06-01 03:30:00+02:00,4690.0,3246.0,2379.0,1648.0,436.0,26.0,102.0,1375.0,23.0,7778.0,188.0,127.0,0.0,411.0,3807.0,9964.0
15,2020-06-01 03:45:00+02:00,4697.0,3274.0,2404.0,1645.0,436.0,26.0,238.0,1374.0,48.0,7756.0,188.0,127.0,0.0,408.0,3342.0,9613.0
16,2020-06-01 04:00:00+02:00,4689.0,3244.0,2383.0,1630.0,436.0,26.0,311.0,1369.0,69.0,7775.0,188.0,127.0,0.0,412.0,2845.0,9342.0
17,2020-06-01 04:15:00+02:00,4693.0,3239.0,2385.0,1637.0,436.0,26.0,484.0,1370.0,45.0,7804.0,188.0,127.0,0.0,409.0,2377.0,9255.0
18,2020-06-01 04:30:00+02:00,4678.0,3266.0,2386.0,1639.0,436.0,26.0,689.0,1364.0,19.0,7813.0,188.0,127.0,3.0,411.0,2009.0,9184.0
19,2020-06-01 04:45:00+02:00,4689.0,3380.0,2384.0,1633.0,436.0,26.0,686.0,1361.0,16.0,7810.0,188.0,127.0,7.0,411.0,1890.0,9113.0
20,2020-06-01 05:00:00+02:00,4692.0,3464.0,2377.0,1721.0,436.0,26.0,345.0,1356.0,14.0,7802.0,188.0,127.0,50.0,410.0,1694.0,9069.0
21,2020-06-01 05:15:00+02:00,4689.0,3497.0,2385.0,1730.0,436.0,26.0,219.0,1351.0,14.0,7806.0,188.0,127.0,143.0,409.0,1449.0,9094.0
22,2020-06-01 05:30:00+02:00,4678.0,3508.0,2365.0,1718.0,436.0,27.0,313.0,1348.0,40.0,7818.0,188.0,127.0,348.0,409.0,1329.0,8816.0
23,2020-06-01 05:45:00+02:00,4684.0,3511.0,2365.0,1711.0,436.0,27.0,256.0,1346.0,32.0,7820.0,188.0,127.0,707.0,411.0,1317.0,8447.0
24,2020-06-01 06:00:00+02:00,4677.0,3508.0,2362.0,1722.0,436.0,27.0,375.0,1339.0,20.0,7816.0,187.0,127.0,1211.0,408.0,1341.0,8146.0
25,2020-06-01 06:15:00+02:00,4682.0,3487.0,2347.0,1714.0,436.0,27.0,397.0,1340.0,15.0,7811.0,187.0,127.0,1913.0,408.0,1395.0,7812.0
26,2020-06-01 06:30:00+02:00,4673.0,3475.0,2349.0,1718.0,436.0,26.0,462.0,1337.0,15.0,7809.0,187.0,127.0,2823.0,411.0,1439.0,7518.0
27,2020-06-01 06:45:00+02:00,4690.0,3494.0,2338.0,1770.0,436.0,26.0,551.0,1344.0,16.0,7813.0,187.0,127.0,4017.0,410.0,1448.0,6965.0
28,2020-06-01 07:00:00+02:00,4690.0,3488.0,2418.0,1892.0,436.0,26.0,1137.0,1340.0,32.0,7819.0,187.0,127.0,5381.0,410.0,1471.0,6196.0
29,2020-06-01 07:15:00+02:00,4685.0,3533.0,2423.0,1903.0,436.0,26.0,1613.0,1344.0,35.0,7819.0,187.0,127.0,6915.0,409.0,1528.0,5406.0
30,2020-06-01 07:30:00+02:00,4700.0,3495.0,2387.0,1882.0,436.0,26.0,1402.0,1342.0,16.0,7807.0,187.0,127.0,8616.0,394.0,1577.0,4765.0
31,2020-06-01 07:45:00+02:00,4687.0,3506.0,2428.0,1883.0,436.0,25.0,1455.0,1346.0,16.0,7810.0,187.0,127.0,10425.0,400.0,1626.0,4349.0
32,2020-06-01 08:00:00+02:00,4688.0,3458.0,2387.0,1883.0,436.0,25.0,1718.0,1347.0,16.0,7809.0,187.0,127.0,12302.0,401.0,1699.0,4064.0
33,2020-06-01 08:15:00+02:00,4685.0,3452.0,2351.0,1904.0,436.0,25.0,1251.0,1342.0,18.0,7807.0,187.0,127.0,14182.0,402.0,1873.0,3845.0
34,2020-06-01 08:30:00+02:00,4686.0,3448.0,2337.0,1913.0,436.0,24.0,1044.0,1343.0,23.0,7749.0,187.0,127.0,16071.0,400.0,2049.0,3766.0
35,2020-06-01 08:45:00+02:00,4676.0,3454.0,2187.0,1904.0,436.0,24.0,919.0,1342.0,36.0,7719.0,187.0,127.0,17918.0,401.0,2143.0,3702.0
36,2020-06-01 09:00:00+02:00,4676.0,3546.0,1976.0,1909.0,436.0,24.0,592.0,1339.0,59.0,7753.0,187.0,127.0,19702.0,399.0,2266.0,3749.0
37,2020-06-01 09:15:00+02:00,4667.0,3492.0,1934.0,1910.0,436.0,24.0,306.0,1340.0,34.0,7746.0,187.0,127.0,21365.0,401.0,2437.0,3976.0
38,2020-06-01 09:30:00+02:00,4658.0,3390.0,1918.0,1902.0,436.0,24.0,135.0,1339.0,34.0,7745.0,187.0,127.0,22968.0,400.0,2553.0,4349.0
39,2020-06-01 09:45:00+02:00,4653.0,3390.0,1942.0,1904.0,436.0,24.0,42.0,1339.0,38.0,7711.0,187.0,127.0,24519.0,399.0,2553.0,4362.0
40,2020-06-01 10:00:00+02:00,4641.0,3453.0,1901.0,1906.0,436.0,23.0,201.0,1337.0,100.0,7742.0,188.0,127.0,25978.0,401.0,2551.0,4595.0
41,2020-06-01 10:15:00+02:00,4634.0,3412.0,1885.0,1905.0,436.0,23.0,424.0,1340.0,69.0,7739.0,188.0,127.0,27295.0,402.0,2610.0,4816.0
42,2020-06-01 10:30:00+02:00,4623.0,3366.0,1905.0,1906.0,436.0,23.0,223.0,1341.0,25.0,7732.0,188.0,127.0,28476.0,398.0,2706.0,5179.0
43,2020-06-01 10:45:00+02:00,4625.0,3365.0,1917.0,1904.0,436.0,23.0,141.0,1346.0,27.0,7725.0,188.0,127.0,29482.0,399.0,2727.0,5696.0
44,2020-06-01 11:00:00+02:00,4640.0,3234.0,1914.0,1830.0,436.0,23.0,141.0,1348.0,29.0,7730.0,188.0,127.0,30331.0,397.0,2698.0,6201.0
45,2020-06-01 11:15:00+02:00,4620.0,3265.0,2042.0,1828.0,436.0,22.0,136.0,1346.0,30.0,7661.0,188.0,127.0,31006.0,447.0,2611.0,6522.0
46,2020-06-01 11:30:00+02:00,4626.0,3235.0,2039.0,1819.0,436.0,22.0,132.0,1348.0,27.0,7633.0,188.0,127.0,31535.0,447.0,2509.0,6838.0
47,2020-06-01 11:45:00+02:00,4612.0,3196.0,2017.0,1816.0,436.0,22.0,31.0,1324.0,20.0,7448.0,188.0,127.0,32027.0,446.0,2434.0,7230.0
48,2020-06-01 12:00:00+02:00,4627.0,3218.0,1924.0,1840.0,436.0,22.0,87.0,1283.0,33.0,7196.0,188.0,127.0,32413.0,447.0,2467.0,7477.0
49,2020-06-01 12:15:00+02:00,4615.0,3203.0,1950.0,1860.0,436.0,22.0,23.0,1270.0,23.0,7029.0,188.0,127.0,32854.0,444.0,2469.0,7645.0
50,2020-06-01 12:30:00+02:00,4618.0,3180.0,1963.0,1858.0,436.0,21.0,25.0,1261.0,35.0,6888.0,188.0,127.0,33094.0,443.0,2483.0,7601.0
51,2020-06-01 12:45:00+02:00,4620.0,3197.0,1984.0,1868.0,436.0,21.0,14.0,1223.0,18.0,6663.0,188.0,127.0,33184.0,445.0,2501.0,7431.0
52,2020-06-01 13:00:00+02:00,4624.0,3211.0,2006.0,1822.0,436.0,21.0,101.0,1179.0,26.0,6554.0,187.0,127.0,33194.0,449.0,2489.0,6828.0
53,2020-06-01 13:15:00+02:00,4609.0,3203.0,1986.0,1815.0,436.0,21.0,30.0,1172.0,46.0,6622.0,187.0,127.0,33058.0,451.0,2321.0,6274.0
54,2020-06-01 13:30:00+02:00,4609.0,3202.0,1983.0,1818.0,436.0,21.0,19.0,1173.0,29.0,6580.0,187.0,127.0,32920.0,450.0,2253.0,5910.0
55,2020-06-01 13:45:00+02:00,4611.0,3192.0,2013.0,1809.0,436.0,21.0,79.0,1170.0,30.0,6515.0,187.0,127.0,32617.0,428.0,2282.0,5733.0
56,2020-06-01 14:00:00+02:00,4610.0,3216.0,2023.0,1843.0,436.0,21.0,60.0,1128.0,54.0,6543.0,187.0,127.0,32347.0,450.0,2202.0,5389.0
57,2020-06-01 14:15:00+02:00,4609.0,3221.0,2000.0,1856.0,436.0,21.0,21.0,1124.0,93.0,6589.0,188.0,127.0,31765.0,450.0,2040.0,5301.0
