date,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Solar,Waste,Wind Offshore,Wind Onshore
2020-01-01 00:00:00+01:00,4865,9280,5077,1985,454,30,1064,1320,54,8096,383,195,0,501,480,5909
2020-01-01 00:15:00+01:00,4870,9304,4950,1948,454,30,509,1316,43,8083,377,192,0,507,483,5899
2020-01-01 00:30:00+01:00,4859,9336,4857,1942,454,30,409,1311,43,8082,377,192,0,511,524,6116
2020-01-01 00:45:00+01:00,4852,9348,4782,1972,454,30,211,1311,39,8078,377,192,0,506,638,6244
2020-01-01 01:00:00+01:00,4851,9408,4587,1936,454,30,91,1311,64,8091,377,192,0,506,880,6065
2020-01-01 01:15:00+01:00,4833,9422,4578,1841,454,30,81,1307,47,8089,377,192,0,508,1149,5722
2020-01-01 01:30:00+01:00,4844,9421,4535,1760,454,30,66,1308,44,8090,377,192,0,502,1244,5750
2020-01-01 01:45:00+01:00,4847,9425,4469,1764,454,30,57,1309,43,8088,377,192,0,484,1373,5775
2020-01-01 02:00:00+01:00,4849,9455,4365,1794,455,30,343,1309,109,8095,370,192,0,491,1527,5752
2020-01-01 02:15:00+01:00,4841,9403,4360,1790,454,30,298,1304,62,8091,370,192,0,502,1654,5699
2020-01-01 02:30:00+01:00,4843,9401,4358,1790,454,30,180,1302,74,8078,370,192,0,502,1680,5739
2020-01-01 02:45:00+01:00,4837,9444,4391,1815,454,30,48,1299,75,8066,372,193,0,502,1776,5658
2020-01-01 03:00:00+01:00,4848,9492,4386,1896,454,30,76,1298,135,8082,378,196,0,488,1896,5471
2020-01-01 03:15:00+01:00,4838,9494,4390,1903,454,30,48,1296,72,8074,379,196,0,494,2067,5336
2020-01-01 03:30:00+01:00,4853,9490,4397,1902,454,30,47,1297,70,8071,379,196,0,494,2114,5336
2020-01-01 03:45:00+01:00,4837,9513,4381,1896,454,30,45,1293,64,8065,379,196,0,504,2151,5420
2020-01-01 04:00:00+01:00,4836,9546,4294,1908,454,30,59,1295,60,8076,379,196,0,503,2248,5396
2020-01-01 04:15:00+01:00,4832,9530,4286,1919,454,30,111,1290,37,8075,379,196,0,511,2330,5320
2020-01-01 04:30:00+01:00,4829,9570,4289,1920,454,30,74,1291,31,8071,378,196,0,510,2314,5429
2020-01-01 04:45:00+01:00,4830,9553,4302,1943,454,30,77,1291,31,8072,378,196,0,510,2271,5489
2020-01-01 05:00:00+01:00,4829,9486,4339,1962,454,29,109,1293,32,8070,376,196,0,512,2250,5487
2020-01-01 05:15:00+01:00,4835,9461,4339,1987,454,29,85,1294,30,8068,376,196,0,511,2204,5482
2020-01-01 05:30:00+01:00,4824,9478,4373,1994,454,29,116,1291,33,8072,376,196,0,514,2130,5602
