,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Offshore,Wind Onshore
2020-09-30 23:00:00+01:00,89.93,1304.3799999999999,482.16,0.0,8.616,0.0,23.78,0.0,0.108,26.355999999999998
2020-10-01 00:00:00+01:00,91.08,1224.02,483.8,0.0,0.552,0.0,23.78,0.0,0.084,26.796
2020-10-01 01:00:00+01:00,92.46000000000001,1167.18,483.8,0.0,0.384,0.0,23.78,0.0,0.0,26.235
2020-10-01 02:00:00+01:00,93.84,1195.11,483.8,0.0,0.336,0.0,23.78,0.0,0.0,24.706
2020-10-01 03:00:00+01:00,93.84,1225.0,483.8,0.0,0.384,0.0,23.78,0.0,0.0,24.816
2020-10-01 04:00:00+01:00,92.69,1330.84,483.8,0.0,0.384,0.0,23.78,0.0,0.0,25.938
2020-10-01 05:00:00+01:00,92.23,1537.62,483.8,7.392,0.40800000000000003,0.84,23.78,0.0,0.0,24.683999999999997
2020-10-01 06:00:00+01:00,91.08,1688.54,482.98,19.44,15.384,4.392,22.14,0.0,0.024,21.747
2020-10-01 07:00:00+01:00,91.77000000000001,1786.54,483.8,24.408,23.016000000000002,4.8,22.96,0.164,0.036000000000000004,20.064
2020-10-01 08:00:00+01:00,92.69,1806.6299999999999,483.8,25.080000000000002,30.12,5.688,23.78,3.567,0.024,17.941
2020-10-01 09:00:00+01:00,92.46000000000001,1796.34,483.8,15.936,31.296,5.5680000000000005,23.78,9.594000000000001,0.0,13.210999999999999
2020-10-01 10:00:00+01:00,92.69,1685.11,483.8,8.016,25.152,2.112,23.78,13.489,0.0,11.055
2020-10-01 11:00:00+01:00,92.0,1570.94,483.8,6.096,18.288,2.424,23.78,18.286,0.0,13.386999999999999
2020-10-01 12:00:00+01:00,91.77000000000001,1635.1299999999999,483.8,8.28,17.112000000000002,0.048,24.6,18.204,0.0,15.366999999999999
2020-10-01 13:00:00+01:00,91.54,1630.23,483.8,0.624,13.056000000000001,0.0,23.78,16.154,0.0,17.336
2020-10-01 14:00:00+01:00,90.39,1605.24,483.8,0.024,0.8160000000000001,0.0,24.6,15.211,0.0,20.372
2020-10-01 15:00:00+01:00,91.77000000000001,1387.68,410.00000000000006,0.0,0.672,0.0,24.6,15.58,0.024,24.046
2020-10-01 16:00:00+01:00,90.85000000000001,1305.85,377.20000000000005,0.12,4.632,0.0,24.6,15.006,0.048,30.932
2020-10-01 17:00:00+01:00,91.08,1544.48,328.82000000000005,3.744,1.248,0.096,24.6,10.783000000000001,0.096,34.76
2020-10-01 18:00:00+01:00,90.39,1715.49,41.0,15.288,8.112,2.088,23.78,3.198,0.192,36.168
2020-10-01 19:00:00+01:00,90.39,1791.44,0.0,25.944,20.112000000000002,8.808,23.78,0.041,0.24,35.464
